panel_id,city,arrondissement,latitude,longitude,address,district,format,screen_type,visibility_score,daily_traffic,audience_csp_plus,audience_young_active,availability,maintenance_status,mall_name,poi_nearby,price_per_day
32beed68-c2ac-4f6c-8ff3-d04877078885,Marseille,,43.357698,5.401905,,Retail Park,DOOH 2m2,premium_digital,49.93,32966,28.58,78.93,True,ok,Retail Avenue,restaurant,29
c6b43b51-fbe1-45df-8449-72e106dbbee5,Lille,,50.598875,2.985201,,Centre,Écran galerie,premium_digital,80.25,21698,72.36,84.32,True,ok,Galerie Marchande,gare,16
594d5133-da03-4b24-889d-88ec3600b785,Lyon,,45.714294,4.79726,,Quartier Affaires,Totem digital,premium_digital,64.8,61820,65.69,61.2,True,ok,Carmila Shopping,restaurant,24
3e34f10f-1318-499f-a607-6b040efe934a,Bordeaux,,44.787902,-0.580728,,Centre,DOOH 8m2,premium_digital,68.29,60715,24.37,21.02,False,ok,Galerie Marchande,aéroport,15
792c44b8-7a83-405c-80f6-b7c80484a83a,Marseille,,43.342264,5.392361,,Quartier Affaires,Totem digital,mall_screen,82.42,35504,33.39,37.6,True,ok,Retail Avenue,stade,27
e011abc3-b312-4e1a-adf1-5edc03ece32c,Bordeaux,,44.838837,-0.545253,,Quartier Affaires,Totem digital,premium_digital,57.71,56898,86.42,87.79,True,ok,Carrefour City Mall,centre commercial,25
2b5f3cbf-852e-4481-afb0-d6ede4dde476,Marseille,,43.32678,5.438915,,Zone Commerciale,DOOH 2m2,street_digital,63.68,9597,46.4,51.76,True,ok,Galerie Marchande,cinéma,29
42c64e0a-f2c7-4413-b95f-4f7727aea53a,Toulouse,,43.565621,1.380521,,Centre,DOOH 8m2,digital,64.69,43259,51.14,22.9,True,ok,Carmila Shopping,gare,24
2996f607-5852-4d60-9942-7afe077159d4,Marseille,,43.232295,5.445989,,Centre,Totem digital,mall_screen,96.45,54845,81.41,62.09,True,ok,Grand Centre,centre commercial,17
e3a73a67-0f66-4558-a4fe-b82ad274ffc0,Lille,,50.566224,3.08066,,Retail Park,DOOH 2m2,digital,59.67,17536,82.61,44.46,True,ok,Carrefour City Mall,restaurant,28
8da4084d-578f-4d17-899a-fb9998cbe3ff,Nantes,,47.23528,-1.600311,,Quartier Affaires,Totem digital,street_digital,68.25,40326,33.97,82.98,True,ok,Galerie Marchande,université,17
2c212c32-bb47-4e4b-ab1f-8d6bd37886fa,Lyon,,45.714761,4.817603,,Zone Commerciale,DOOH 8m2,premium_digital,85.49,25877,26.49,80.73,True,ok,Carmila Shopping,restaurant,23
2cbc9125-5320-46d0-8073-16e269385ca3,Marseille,,43.263425,5.343967,,Gare,DOOH 8m2,mall_screen,69.97,74493,74.72,47.78,True,ok,Retail Avenue,gare,23
4d88ea50-d9af-4cdb-9f07-d002e0ab061b,Lille,,50.699279,3.135892,,Centre,Grand format digital,mall_screen,76.32,80721,62.47,65.09,True,ok,Galerie Marchande,aéroport,23
71f53f0c-cb70-4137-9b29-cec191e218c0,Marseille,,43.278704,5.317532,,Quartier Affaires,DOOH 2m2,street_digital,97.98,12140,64.9,64.66,False,ok,Grand Centre,université,22
4168a695-2023-4582-9ecf-7a149b11e2ff,Nantes,,47.201833,-1.598761,,Retail Park,Grand format digital,street_digital,95.71,60586,35.81,30.33,False,ok,Retail Avenue,centre commercial,25
5b29cda4-ee75-445e-8f8f-4602d2f2a000,Bordeaux,,44.827041,-0.517189,,Centre,Écran galerie,mall_screen,74.32,71892,82.5,35.14,False,ok,Carrefour City Mall,gare,26
ecbe48f3-ea3f-4d70-96dc-f1d02451c312,Toulouse,,43.62322,1.49898,,Centre,DOOH 2m2,mall_screen,56.37,81630,90.12,70.05,True,ok,Grand Centre,centre commercial,24
75ad56b7-19d9-467c-8009-961dfe4547be,Lille,,50.559823,2.98453,,Retail Park,Grand format digital,mall_screen,56.27,8413,94.87,72.94,True,ok,Galerie Marchande,gare,17
a6cde406-2873-46f0-bf58-2ec123650849,Bordeaux,,44.830018,-0.628952,,Quartier Affaires,Totem digital,premium_digital,63.25,69541,42.45,34.19,False,ok,Carrefour City Mall,restaurant,21
e9fa5bac-8259-4cc4-83ac-b90a11151057,Marseille,,43.329652,5.444242,,Centre,Grand format digital,digital,75.15,7147,51.82,63.2,True,ok,Grand Centre,restaurant,26
960c8ead-2bdf-455e-8e70-b84bb2d82d69,Toulouse,,43.616579,1.503203,,Quartier Affaires,DOOH 2m2,mall_screen,85.09,82310,63.86,38.77,True,ok,Carrefour City Mall,gare,29
52a7fc71-50d1-474f-bcc4-5c41f74bf146,Lyon,,45.812599,4.804213,,Gare,Grand format digital,street_digital,52.46,36188,71.7,67.45,True,ok,Carrefour City Mall,université,24
f1068562-e0f1-4588-94f6-19914034f919,Lyon,,45.724561,4.841599,,Université,Écran galerie,mall_screen,49.6,38316,73.09,35.73,True,ok,Carmila Shopping,restaurant,25
1cbf6e83-4de5-40a7-85a2-15b369c68226,Nantes,,47.268488,-1.474315,,Quartier Affaires,Écran galerie,street_digital,72.67,24390,21.44,22.34,True,ok,Carrefour City Mall,centre commercial,26
4c325ec3-f88c-4ae5-9e24-479fa7a2ea53,Lyon,,45.808695,4.841604,,Centre,Grand format digital,street_digital,78.3,65191,20.12,15.6,True,ok,Carmila Shopping,aéroport,26
772e3bd6-101b-4846-aa92-25c5c503f062,Nantes,,47.284614,-1.500637,,Centre,DOOH 8m2,mall_screen,82.75,82824,25.81,50.19,True,ok,Carmila Shopping,cinéma,28
9ff1ea3e-84bc-4411-9e39-cff4f7dcb918,Lille,,50.644969,2.977573,,Zone Commerciale,DOOH 8m2,mall_screen,66.41,41619,87.36,32.68,True,ok,Carmila Shopping,restaurant,27
5457e058-bafc-4c73-9621-b5f03a3d0a37,Nantes,,47.178628,-1.489417,,Retail Park,Totem digital,mall_screen,55.5,32118,25.25,22.53,False,ok,Carmila Shopping,centre commercial,25
213ee44e-f46e-4b98-be38-4a08a98de952,Lille,,50.654161,3.0089,,Université,Totem digital,digital,65.24,29022,21.32,81.04,True,ok,Carmila Shopping,aéroport,15
c1713095-0271-4675-b163-3de9dfab8909,Marseille,,43.347854,5.392295,,Gare,Totem digital,digital,55.78,50897,52.41,21.6,True,ok,Grand Centre,aéroport,22
3803928f-c08d-4605-9373-068059cf9778,Lyon,,45.7134,4.876479,,Université,DOOH 8m2,street_digital,52.46,19445,86.1,66.52,True,ok,Galerie Marchande,université,27
f7bec831-0dd9-44ed-8e2a-731577be4b1c,Toulouse,,43.565605,1.500016,,Centre,Grand format digital,street_digital,64.54,58626,54.21,56.23,True,ok,Carrefour City Mall,centre commercial,27
2a8de22e-bf90-4889-a0e3-85486ee219ef,Marseille,,43.217543,5.359115,,Centre,DOOH 8m2,mall_screen,49.86,26926,89.72,85.89,True,maintenance,Grand Centre,université,26
bcdb8ae9-1b84-4054-b9a0-b257d5396e41,Bordeaux,,44.7905,-0.517838,,Université,Totem digital,digital,69.89,44980,21.09,44.99,False,ok,Grand Centre,centre commercial,29
f7fa9508-31ed-4d01-b94e-a6f2c510d07e,Nantes,,47.141043,-1.5782,,Zone Commerciale,DOOH 8m2,digital,65.92,80525,67.14,30.08,True,ok,Carmila Shopping,centre commercial,21
f28ef5df-652b-4e1a-978e-ec9f495f1810,Marseille,,43.325974,5.440383,,Zone Commerciale,Totem digital,street_digital,56.15,64959,51.36,63.59,True,ok,Retail Avenue,cinéma,28
3e715d95-51ff-4552-8bd1-35ef38d7a35a,Lille,,50.644537,3.042634,,Université,Grand format digital,premium_digital,55.7,12864,71.82,30.46,False,ok,Carrefour City Mall,restaurant,17
a109c9e2-4c96-460e-bd6a-acb24eb37eac,Toulouse,,43.598246,1.431795,,Université,DOOH 8m2,street_digital,51.78,55700,75.43,74.72,True,ok,Carrefour City Mall,université,19
dbaa623e-979a-48b8-8a06-78fcb49f6097,Bordeaux,,44.898708,-0.524691,,Centre,Grand format digital,street_digital,98.39,61285,62.47,68.3,False,ok,Retail Avenue,stade,28
13f2f592-8549-4fb7-9c79-a196d3901916,Toulouse,,43.674401,1.462602,,Retail Park,Grand format digital,mall_screen,79.14,26102,31.85,40.3,True,ok,Carrefour City Mall,gare,16
bb9a59ed-e63c-4b28-99fc-83362d437be7,Bordeaux,,44.760189,-0.650425,,Premium,DOOH 2m2,digital,83.69,30373,41.42,71.13,True,ok,Carmila Shopping,aéroport,17
f0f6daf0-daf0-4d64-8a0e-1a1f81010c7d,Lyon,,45.759,4.759623,,Retail Park,Totem digital,digital,91.36,19415,87.8,80.5,True,ok,Carmila Shopping,aéroport,17
fc7e96f9-8a8c-46d0-9668-d61ca79f664b,Lyon,,45.784236,4.914401,,Zone Commerciale,Grand format digital,street_digital,77.04,62750,88.95,33.27,True,ok,Retail Avenue,centre commercial,29
a52a907e-ff14-4321-a9f0-0175d821a184,Bordeaux,,44.88926,-0.619862,,Premium,Écran galerie,mall_screen,45.42,73467,73.57,28.68,True,ok,Carrefour City Mall,stade,24
1de4afce-ac39-42c1-9fc0-c8d411983663,Marseille,,43.326308,5.4172,,Retail Park,DOOH 2m2,mall_screen,65.72,61428,40.31,16.77,True,ok,Galerie Marchande,cinéma,30
456a0589-a475-44f9-a620-3cdf49c79279,Nantes,,47.228964,-1.533401,,Centre,DOOH 2m2,mall_screen,77.32,58746,30.59,27.99,True,maintenance,Carmila Shopping,centre commercial,15
04caecc9-4f7b-48ba-b403-4890f5c991f0,Bordeaux,,44.776942,-0.612868,,Zone Commerciale,DOOH 8m2,premium_digital,49.63,73251,28.71,89.24,True,ok,Carrefour City Mall,restaurant,15
d3586b0b-75fa-4de9-8f47-223346c329a3,Lyon,,45.796986,4.800655,,Retail Park,DOOH 8m2,street_digital,97.34,35763,77.16,23.36,True,ok,Carmila Shopping,cinéma,29
be07c6da-c9bf-493c-807f-d92d115f14e8,Nantes,,47.147715,-1.515044,,Centre,DOOH 8m2,street_digital,87.17,16228,90.83,64.11,True,ok,Carrefour City Mall,restaurant,28
c82aae80-3c50-4ba0-81fd-1c9e96d6ab1b,Lille,,50.663108,3.02438,,Quartier Affaires,DOOH 2m2,mall_screen,47.07,63568,50.82,26.91,True,ok,Carmila Shopping,restaurant,17
38700f6b-09b6-4748-a6e5-2169abd2a6e8,Nantes,,47.22385,-1.549378,,Quartier Affaires,Totem digital,street_digital,49.6,57775,37.57,51.98,False,ok,Retail Avenue,cinéma,23
d94964e8-6fc4-4109-abbe-d481b6530f59,Marseille,,43.345446,5.306822,,Retail Park,DOOH 2m2,mall_screen,55.45,82434,24.4,82.63,True,ok,Galerie Marchande,stade,18
7e2ddb0f-429a-4e37-978f-7b1ff55a8f53,Toulouse,,43.544024,1.379951,,Gare,DOOH 8m2,mall_screen,65.22,11845,88.68,77.0,False,ok,Carmila Shopping,gare,17
dc439ccc-b008-488a-9cfe-af29734a6309,Toulouse,,43.650369,1.519667,,Premium,DOOH 8m2,premium_digital,73.02,68079,64.41,22.3,True,maintenance,Grand Centre,gare,25
8357eff6-9846-4531-bcd9-1787a2454e80,Lyon,,45.81394,4.819557,,Retail Park,Grand format digital,mall_screen,89.93,53001,23.68,48.97,True,ok,Retail Avenue,cinéma,19
ed4b1030-b3fe-4901-a678-0af1914b6b04,Nantes,,47.248226,-1.56002,,Université,Écran galerie,digital,49.93,11254,84.03,29.91,True,ok,Grand Centre,cinéma,19
b31e33ec-2ff3-4acc-9916-3b3a37ff8b81,Toulouse,,43.57239,1.445988,,Quartier Affaires,Écran galerie,street_digital,62.11,13305,82.33,37.57,True,ok,Galerie Marchande,université,30
6bbc9968-3dd5-4dc9-8e15-26f4acfa9d94,Lyon,,45.811425,4.84572,,Zone Commerciale,Écran galerie,premium_digital,57.16,77174,89.9,71.3,True,ok,Carmila Shopping,restaurant,16
2cfaa3b4-d58e-4ee5-b9b6-055b6d832544,Marseille,,43.217657,5.331131,,Zone Commerciale,Écran galerie,digital,79.02,12903,70.0,29.86,False,maintenance,Retail Avenue,stade,26
c64af678-4eb9-499c-8e93-c93dad6c90a2,Lille,,50.661655,2.994303,,Université,DOOH 8m2,digital,82.69,53882,61.73,35.07,True,ok,Galerie Marchande,restaurant,24
320284fd-2599-44a3-b2df-258b5cfa4c7e,Lille,,50.569437,3.026823,,Premium,Totem digital,mall_screen,73.78,10487,58.39,55.09,True,ok,Grand Centre,centre commercial,22
5af31903-e40b-4d46-bfcd-5e59ca2a242c,Marseille,,43.275681,5.31255,,Premium,DOOH 8m2,street_digital,95.81,66534,76.7,27.83,True,ok,Carmila Shopping,cinéma,28
5af7b579-e634-471e-9680-5dc6aa9e2288,Toulouse,,43.680218,1.376101,,Gare,DOOH 8m2,digital,45.42,36917,63.82,84.11,True,ok,Galerie Marchande,aéroport,15
33381b0d-eb0c-4363-acc0-b258d48582b4,Marseille,,43.332763,5.437426,,Premium,DOOH 8m2,street_digital,81.04,41140,56.11,73.43,True,ok,Grand Centre,gare,18
fb8291eb-8ba3-4205-a445-1736ba0dd0ba,Marseille,,43.277956,5.434895,,Premium,DOOH 2m2,digital,60.3,57349,43.66,44.23,True,ok,Carrefour City Mall,stade,22
03cac567-ad3c-4c22-a649-9e93020d7b11,Nantes,,47.290112,-1.568115,,Premium,DOOH 8m2,premium_digital,64.88,45642,30.29,49.53,False,maintenance,Grand Centre,aéroport,20
e621cb7a-bc68-4939-8741-5b430e00334e,Toulouse,,43.566005,1.371747,,Gare,DOOH 2m2,mall_screen,73.36,9795,57.8,65.42,True,ok,Carmila Shopping,aéroport,19
c8922382-06d5-45ff-ad60-277cb4192786,Lyon,,45.709768,4.852167,,Centre,DOOH 2m2,premium_digital,81.6,66209,60.51,31.27,True,ok,Carmila Shopping,aéroport,16
38b0bfe8-1d94-44ec-8f0e-4f30df1b0a3b,Bordeaux,,44.890024,-0.657664,,Quartier Affaires,Grand format digital,digital,45.75,2164,23.56,51.75,True,ok,Carrefour City Mall,restaurant,16
70880822-9c33-4e8f-b3d5-06feefe16ccc,Bordeaux,,44.766809,-0.550049,,Premium,Grand format digital,digital,70.35,80087,62.27,35.34,False,ok,Galerie Marchande,gare,21
93b7427b-8402-4917-8a9e-3ac7fce4f3d7,Nantes,,47.22187,-1.492657,,Zone Commerciale,DOOH 8m2,street_digital,74.18,72081,34.08,24.98,True,ok,Retail Avenue,gare,18
d6397f37-6ef1-424a-adad-d2813a25dae4,Marseille,,43.353237,5.402971,,Université,DOOH 8m2,mall_screen,79.79,61773,89.39,55.81,False,ok,Grand Centre,gare,21
c4b82312-4502-4630-9d00-ad27a8c33417,Nantes,,47.209545,-1.501988,,Quartier Affaires,Écran galerie,premium_digital,46.95,6203,79.44,75.35,True,ok,Grand Centre,gare,16
2ba1035e-b813-42ce-8547-75227744639f,Nantes,,47.27009,-1.620744,,Université,Totem digital,digital,85.85,71540,59.96,76.59,True,ok,Carrefour City Mall,restaurant,25
beef4ea1-90ef-4e67-8331-fa111af63be4,Bordeaux,,44.775864,-0.56688,,Centre,DOOH 2m2,premium_digital,73.91,9357,52.87,35.88,True,ok,Grand Centre,centre commercial,19
ae4789de-8650-4742-908e-cdca5e65b171,Nantes,,47.187945,-1.545263,,Quartier Affaires,Écran galerie,premium_digital,93.8,24064,60.94,72.32,False,ok,Grand Centre,gare,26
9b502ae3-a89e-4fad-a09c-d21afdac3ffd,Bordeaux,,44.827794,-0.542775,,Gare,DOOH 2m2,digital,88.75,58877,89.52,28.87,True,ok,Carmila Shopping,centre commercial,16
07c30502-5134-41bc-acf4-7abd5e0c04be,Marseille,,43.340751,5.339382,,Centre,Grand format digital,mall_screen,81.04,38334,80.26,33.67,True,ok,Grand Centre,aéroport,21
def8cbc2-c62a-43cf-9d42-1691c4ff80d3,Bordeaux,,44.824775,-0.581252,,Centre,Grand format digital,mall_screen,89.12,25866,24.29,82.7,True,maintenance,Retail Avenue,restaurant,22
1a8a965b-76e3-4c48-b9da-9ea532dffe18,Lille,,50.560104,2.98037,,Gare,Totem digital,street_digital,76.58,16679,26.95,17.97,True,ok,Retail Avenue,aéroport,29
048f290b-74bc-4b03-b865-cabc8f719c9e,Nantes,,47.147169,-1.59251,,Quartier Affaires,Écran galerie,premium_digital,60.08,46338,51.98,78.21,True,ok,Retail Avenue,gare,29
e1ee6671-5644-4d22-a522-6a7d063e1e08,Lille,,50.573961,3.118785,,Gare,Grand format digital,digital,92.87,4049,32.28,48.83,True,ok,Grand Centre,restaurant,25
07e01f08-343b-4449-8108-062670ef47f8,Lille,,50.553878,3.096385,,Université,DOOH 8m2,premium_digital,80.31,52635,72.68,17.17,True,ok,Grand Centre,gare,26
635904c9-b342-40c5-a793-472f371d867c,Bordeaux,,44.788728,-0.535028,,Quartier Affaires,Écran galerie,street_digital,57.51,62215,86.84,51.12,True,ok,Galerie Marchande,restaurant,25
224b6ca6-9de1-4458-b4b0-0ca2cbd2a569,Lyon,,45.816921,4.800066,,Retail Park,DOOH 2m2,street_digital,98.22,39674,57.9,26.72,True,ok,Retail Avenue,restaurant,22
a2d132ab-ff06-44d0-80b9-7b7d19f605c4,Lille,,50.688116,3.126951,,Quartier Affaires,Totem digital,digital,69.05,46356,59.72,65.76,True,ok,Galerie Marchande,stade,23
edff1dc6-3c84-403d-946e-054d9b3c3f01,Marseille,,43.238507,5.380651,,Centre,Écran galerie,mall_screen,59.6,71737,71.11,78.56,True,ok,Carmila Shopping,université,28
340faec4-4a10-4820-a198-0ff2ef9e2077,Toulouse,,43.608119,1.520258,,Centre,Totem digital,mall_screen,56.43,15338,26.49,50.02,True,ok,Galerie Marchande,aéroport,19
88ef4d25-4f20-4c65-867b-990a37282003,Toulouse,,43.602335,1.412292,,Gare,DOOH 2m2,street_digital,96.74,26999,63.81,64.42,False,ok,Carmila Shopping,gare,17
d6ba087d-e1c4-42d2-9dcf-8332b78dad34,Lille,,50.688988,3.129133,,Université,Totem digital,premium_digital,98.27,54914,70.05,52.91,True,ok,Carrefour City Mall,aéroport,27
9b7fe356-df7a-4002-8809-30298bd6e460,Toulouse,,43.637165,1.470549,,Gare,Totem digital,street_digital,91.27,62891,60.12,37.2,False,ok,Grand Centre,cinéma,24
b9e4c701-98c3-43e1-b32c-496fa45b8e18,Bordeaux,,44.873197,-0.521991,,Gare,Grand format digital,premium_digital,87.45,46569,37.45,24.95,True,maintenance,Galerie Marchande,stade,19
04908a18-fc93-430e-8c6f-45f3124dd21b,Toulouse,,43.659381,1.463964,,Zone Commerciale,Écran galerie,digital,74.24,57583,69.57,47.04,True,ok,Carrefour City Mall,université,24
73ffac06-48dc-4a23-b9dd-d09041c679dc,Lyon,,45.773664,4.792322,,Université,DOOH 8m2,street_digital,78.35,25872,29.55,64.68,True,ok,Retail Avenue,stade,26
e61f1617-9dd3-459b-af29-4c54dcdfe721,Bordeaux,,44.840605,-0.601868,,Gare,Grand format digital,street_digital,73.21,2501,59.33,44.25,True,ok,Grand Centre,centre commercial,18
dee145a7-9a77-4d4c-8b5b-a20b830b3e99,Marseille,,43.337612,5.358119,,Retail Park,Grand format digital,mall_screen,71.08,26045,54.97,61.88,True,ok,Grand Centre,stade,16
c2fc3949-496d-4c5a-ae41-76419ad067f3,Bordeaux,,44.874003,-0.562896,,Gare,Écran galerie,mall_screen,65.88,4882,63.03,50.05,False,maintenance,Retail Avenue,cinéma,29
6ae4ebb7-78c6-4461-8a71-1756e06b48ac,Bordeaux,,44.901113,-0.51168,,Centre,DOOH 8m2,mall_screen,77.46,66696,33.31,35.07,True,ok,Carmila Shopping,centre commercial,30
db77b3fd-356a-4b8f-894d-840c29df9774,Bordeaux,,44.909296,-0.585835,,Centre,DOOH 8m2,digital,77.23,75533,82.04,59.17,False,maintenance,Grand Centre,centre commercial,28
012bd715-6991-4e38-9ace-b992f6876571,Lyon,,45.787269,4.83695,,Université,Totem digital,premium_digital,49.3,51437,58.22,17.4,True,ok,Carmila Shopping,cinéma,19
d5c1ac98-7c9d-4209-8f09-a052961e8ad1,Marseille,,43.338122,5.364087,,Quartier Affaires,DOOH 8m2,digital,86.08,32635,32.06,50.08,True,ok,Carrefour City Mall,cinéma,17
b38c607f-a086-4863-afd9-4d9a4fbf7025,Lyon,,45.718923,4.792812,,Gare,DOOH 2m2,mall_screen,96.24,47597,80.83,33.2,True,ok,Galerie Marchande,cinéma,30
9211d76b-b1aa-4989-bea9-3a42f9eca2d7,Bordeaux,,44.785644,-0.559845,,Quartier Affaires,DOOH 8m2,digital,93.7,37588,77.15,60.19,True,ok,Carmila Shopping,centre commercial,26
31681fc1-914f-47ac-935b-9f325eb20642,Lyon,,45.740914,4.912571,,Zone Commerciale,Grand format digital,digital,96.81,66974,66.01,29.66,True,ok,Grand Centre,gare,30
8103431c-cfda-4274-a5b3-3da4ebe90dbf,Lyon,,45.831702,4.878638,,Université,DOOH 8m2,mall_screen,70.71,55275,53.79,19.39,True,ok,Grand Centre,aéroport,24
e9e9707b-0ce7-4cf4-b022-00f652f8ec40,Marseille,,43.334281,5.441725,,Premium,Écran galerie,street_digital,62.92,80169,92.28,20.21,True,ok,Carmila Shopping,stade,15
ac17e3d7-9c10-4867-b82a-0b35a9607fb2,Toulouse,,43.531339,1.411957,,Zone Commerciale,Grand format digital,mall_screen,66.3,39954,43.8,69.39,True,ok,Grand Centre,université,28
0417fbce-3fde-44ee-8503-7f46074620e4,Lyon,,45.797399,4.884893,,Gare,Écran galerie,premium_digital,89.02,3108,34.43,40.96,True,ok,Carmila Shopping,cinéma,20
d5c5c33f-e16c-4753-b64a-c51d540ebc54,Marseille,,43.222014,5.31977,,Retail Park,Écran galerie,premium_digital,79.86,80621,31.6,37.93,False,maintenance,Galerie Marchande,centre commercial,17
5d422ef1-fc19-4d94-a7cd-85dc2c11c0ab,Toulouse,,43.625594,1.406936,,Centre,DOOH 2m2,digital,85.98,32615,45.91,25.77,True,ok,Galerie Marchande,centre commercial,26
bdac24c9-51dd-4e1d-994c-a1a99e8935b8,Lille,,50.706942,2.985188,,Centre,DOOH 2m2,mall_screen,76.42,5174,41.86,43.72,True,ok,Retail Avenue,stade,23
4a7f64e4-4741-4eb1-8d1e-be09b9658127,Lyon,,45.72617,4.830226,,Centre,Écran galerie,street_digital,64.38,75289,66.04,22.47,False,ok,Grand Centre,restaurant,15
f3280b78-c959-4b72-a5d7-3c6ae3ad8262,Toulouse,,43.589163,1.449136,,Centre,Écran galerie,digital,85.02,49049,54.65,47.22,False,ok,Carmila Shopping,centre commercial,27
f8d1ec59-88b6-49cc-a50f-71db2f23df07,Nantes,,47.240076,-1.527978,,Centre,DOOH 2m2,digital,84.14,55166,66.05,85.34,True,ok,Carrefour City Mall,université,29
9f3e40fc-3168-4578-b60c-5bd4da92df9f,Lyon,,45.805607,4.909818,,Retail Park,DOOH 8m2,premium_digital,59.47,59834,58.29,51.68,False,ok,Carmila Shopping,centre commercial,20
8f22a616-5a01-4936-9e3a-d2a258539590,Marseille,,43.352033,5.440446,,Gare,DOOH 8m2,premium_digital,82.68,30431,36.74,47.06,True,ok,Grand Centre,aéroport,23
3e0f1448-965b-4800-b6d6-93f681044f3d,Bordeaux,,44.771606,-0.501257,,Gare,DOOH 8m2,mall_screen,74.13,51166,32.2,69.88,True,ok,Galerie Marchande,restaurant,17
c7b59883-1d6f-4e85-969d-f1147d7333cd,Marseille,,43.225475,5.352962,,Quartier Affaires,Totem digital,digital,77.39,52175,92.28,82.15,False,ok,Carrefour City Mall,aéroport,18
508fad34-5c7c-4ef2-858a-89eeceaba5b6,Lille,,50.608486,3.100872,,Université,Grand format digital,premium_digital,70.35,14112,91.02,30.9,True,ok,Carmila Shopping,aéroport,30
acf66a01-2fb6-445b-8707-6486d6a8f501,Toulouse,,43.682777,1.472412,,Quartier Affaires,Totem digital,street_digital,91.89,73179,90.57,28.27,True,ok,Carrefour City Mall,aéroport,16
683c6f0e-c01c-418d-9eac-50b1e0ff0889,Lille,,50.687088,3.130781,,Quartier Affaires,DOOH 8m2,street_digital,97.88,33916,37.14,80.28,True,maintenance,Carrefour City Mall,cinéma,17
312a6a69-1f58-4d60-9741-5ec7e9e7128d,Marseille,,43.34289,5.421996,,Gare,Écran galerie,street_digital,71.75,25296,55.47,32.47,True,ok,Grand Centre,cinéma,29
1879c9ef-b119-4fe3-81b9-7a019f4b006d,Nantes,,47.262334,-1.517232,,Retail Park,Écran galerie,digital,78.3,81697,76.21,47.57,False,ok,Galerie Marchande,cinéma,25
5eac36fb-cc9c-478e-9ab5-b852f331906b,Lille,,50.613669,3.111826,,Quartier Affaires,Grand format digital,street_digital,49.67,74092,34.02,58.29,True,ok,Grand Centre,cinéma,17
faf2f35e-9252-445b-b9e1-a166686ecd2b,Marseille,,43.306434,5.327792,,Retail Park,DOOH 8m2,street_digital,77.18,43375,36.74,29.86,True,ok,Galerie Marchande,université,30
12d625ed-f59c-4305-a9a6-912dc230dcf6,Bordeaux,,44.867567,-0.639988,,Retail Park,Écran galerie,mall_screen,71.12,52933,60.91,31.35,True,ok,Carmila Shopping,stade,22
4e21bffd-b440-4b3e-8d09-863fe20ae4ee,Toulouse,,43.637155,1.452485,,Université,DOOH 2m2,mall_screen,70.3,54377,66.98,86.55,True,ok,Carmila Shopping,gare,25
decc4a84-e51a-4269-a91c-2ed88a10163a,Bordeaux,,44.904171,-0.6208,,Premium,Écran galerie,premium_digital,49.7,80888,82.53,82.73,True,ok,Grand Centre,cinéma,28
13f9733c-3b40-4a93-bb88-81e458535b74,Lille,,50.642471,3.086994,,Zone Commerciale,DOOH 2m2,street_digital,89.55,19246,90.48,52.65,True,ok,Retail Avenue,aéroport,24
35ccb76f-0d83-4732-a642-9527879d3240,Bordeaux,,44.801319,-0.574646,,Premium,DOOH 8m2,digital,45.99,9348,22.12,16.15,True,ok,Grand Centre,gare,21
c60601ff-7e1b-47ba-b202-2bce9089ba53,Marseille,,43.363013,5.30255,,Université,Grand format digital,digital,84.97,33605,82.6,72.81,True,ok,Galerie Marchande,aéroport,29
f36dd6cf-db74-4cf7-9ed5-5359ce763f2e,Lille,,50.672058,3.127546,,Retail Park,Totem digital,street_digital,59.66,33942,68.38,68.3,True,ok,Galerie Marchande,gare,21
9f4f308b-4a8f-429f-817f-070f6799c80b,Marseille,,43.361114,5.391442,,Zone Commerciale,DOOH 2m2,digital,85.94,26898,35.48,44.79,True,ok,Grand Centre,université,24
27ced4d5-5d03-4703-b061-80709203cd22,Lille,,50.667941,3.087321,,Gare,Écran galerie,mall_screen,78.18,81019,76.54,79.93,True,ok,Retail Avenue,restaurant,30
c398bbad-fb17-41cb-9d5c-8f1594139323,Bordeaux,,44.833017,-0.557591,,Retail Park,DOOH 2m2,street_digital,87.83,50823,60.76,20.29,True,ok,Galerie Marchande,restaurant,28
cf7496db-f5fc-4dd3-9806-5c8ea196f294,Toulouse,,43.639437,1.437411,,Quartier Affaires,Écran galerie,mall_screen,69.92,4714,70.63,52.68,True,ok,Galerie Marchande,cinéma,17
62d9135a-0bc2-44f2-8eec-0d50ded9d4e6,Marseille,,43.35088,5.361787,,Université,Grand format digital,digital,81.5,43110,65.03,83.22,True,ok,Carrefour City Mall,aéroport,27
c8edecb1-c3b7-4366-9016-3b0ab37974f3,Marseille,,43.221939,5.420194,,Retail Park,DOOH 8m2,mall_screen,73.85,26384,69.17,33.61,True,ok,Retail Avenue,centre commercial,16
c1a0dfc0-23cc-4c2a-88c7-bbf91c5e1275,Toulouse,,43.539634,1.470486,,Université,Grand format digital,mall_screen,54.66,66573,62.18,45.33,True,maintenance,Grand Centre,centre commercial,18
0628a074-7f8b-4353-8108-9dc0407123ba,Nantes,,47.238978,-1.549554,,Quartier Affaires,Totem digital,street_digital,45.83,22746,93.74,73.18,True,ok,Retail Avenue,stade,27
